Airlines,Text,Output
@Delta,"b'RT @LorettaLanning: My @Delta flight was randomly cancelled, and the website to rebook is down. The current hold time for customer service\xe2\x80\xa6'",-1
@Delta,b'@direct7_e @PamGrier @Delta @barbs73 @Patharveynews @sinbadbad @EddieGriffinCom @AP haha...this is so me with my wi\xe2\x80\xa6 https://t.co/okgBjDsyBQ',-1
@Delta,b'Wtf @Delta get your UX down. Heck! https://t.co/ohz9uUoURr',-1
@Delta,b'@Delta I spent part of the 3 hours I waited on line for customer service letting you know about my dreadful #Delta\xe2\x80\xa6 https://t.co/QPVgudjDow',-1
@Delta,b'RT @pierrebourne: Boarding starts...\n*Flight delays. \n*they can\xe2\x80\x99t find the pilot. \nStops boarding....\n*Pilot walks back grinning with a pla\xe2\x80\xa6',-1
@Delta,"b'Yeah, it is days like this I wonder why I bother flying @Delta.'",-1
@Delta,b'@WorldofIsaac Fuck @Delta eat all their meatballs',-1
@Delta,"b'RT @leewardbound: @Delta please help - got delayed 4 hours for a 20 minute flight to ATL (biz class), 70m to deplane, missed last flight to\xe2\x80\xa6'",-1
@Delta,b'@PiaGlenn @Delta Awe Pia that\xe2\x80\x99s so nice. You just don\xe2\x80\x99t see enough praise for service workers! I\xe2\x80\x99m sure this is appreciated.',-1
@Delta,"b""@Delta Thank you, but this wasn't weather related.  Our plane sat in Atlanta all day with mechanical issues.""",1
@Delta,b'@Delta\nI have a flight from Mke tmrw morn at 7 am to Charlotte via Detroit ( confirm#JNMLW3). I got a msg few mins\xe2\x80\xa6 https://t.co/zJHWTyZtl6',-1
@Delta,b'@SethWageWar @Delta It\xe2\x80\x99s kinda my job lol \xf0\x9f\xa4\x99\xf0\x9f\x8f\xbb https://t.co/CFAFLons50',-1
@Delta,"b'RT @PiaGlenn: Hi @Delta flight attendants Anthony and Kristy on this flight from LA to Austin (5:20PT departure) are a DREAM. Kind, genuine\xe2\x80\xa6'",0
@Delta,b'@IAmJericho @Delta Relax',-1
@Delta,"b'RT @PiaGlenn: Hi @Delta flight attendants Anthony and Kristy on this flight from LA to Austin (5:20PT departure) are a DREAM. Kind, genuine\xe2\x80\xa6'",0
@Delta,"b""@IAmJericho @Delta Yo Chris,if you would've brought Mitch there wouldn't had been any delay.""",-1
@Delta,b'Current wait time on the help line is... 16 hours and 2 minutes. @Delta what kind of excuse for a business is this',-1
@Delta,b'Hey @Delta your service is unparalleled when it comes to incompetency. Thanks for making it easier for me to choose Southwest.',1
@Delta,b'@Delta hundreds  at DTW &amp; 2 people helping!! on line for 2 hours so far &amp; nobody updating people online &amp;  the girl\xe2\x80\xa6 https://t.co/Y4ymvGtPUL',-1
@Delta,"b'@Delta I have been DM\xe2\x80\x99ing you with no response and have been on hold for 40minutes, but they say it\xe2\x80\x99s a 13hr hold t\xe2\x80\xa6 https://t.co/DMCK9pr0UY'",-1
@Delta,b'@Delta how the hell is there no ground crew when the fucking plane was delayed 4 hours?  25 minutes and counting an\xe2\x80\xa6 https://t.co/pQAnx7pflC',-1
@Delta,"b'Hey @delta first you delay our flight TWICE,board us, keep us on the plane for another hour, then tell us your pilo\xe2\x80\xa6 https://t.co/vDUMFGlvE1'",-1
@Delta,b'Hey @Delta been trying to get my kid home since 6pm amd drive to another airport in Sarasota and NOW YOU CANCEL THE\xe2\x80\xa6 https://t.co/AmAF69A3vB',-1
@Delta,b'@delta just wanted to let you know that Esther and her crew on the 9:54p DL1684 ATL to AVL were wonderful to fly wi\xe2\x80\xa6 https://t.co/NUJdLRMWKX',-1
@Delta,b'I hope this is real. @Delta https://t.co/jIGX7ZFe4D',-1
@Delta,"b'@Delta Seriously almost 11 hours to speaks to a CSR, while my 17 year old is stuck in the Detroit Airport?  Shame o\xe2\x80\xa6 https://t.co/MgpIwIKr3S'",-1
@Delta,"b'RT @lynnelyman: A man just #overdosed on my @delta flight, needle in arm he passed out in bathroom. The plane didn\xe2\x80\x99t have a #NarcanKit. The\xe2\x80\xa6'",-1
@Delta,"b""@DELTA WTF? I've had a call into customer service, was told a 2 hr wait to call me back - 7 hrs later still nothing from customer service.""",-1
@Delta,b'After a long week in Las Vegas @MicrosoftReady - it nice to see this lounge provide to Microsoft Employees by\xe2\x80\xa6 https://t.co/UX75142y3R',-1
@Delta,b'@delta trying to get on DL5315 gate agents say four seats available.  Need help ASAP to get home',-1
@Delta,b'@_nurse_steph_ @Delta I did find a delayed Delta flight leaving tonight on the https://t.co/hEpDajJkU5 website that\xe2\x80\xa6 https://t.co/90jm5wWH26',-1
@Delta,b'Hi @Delta flight attendants Anthony and Kristy on this flight from LA to Austin (5:20PT departure) are a DREAM. Kin\xe2\x80\xa6 https://t.co/RiNjngneBm',0
@Delta,"b'Delayed flight, missed connection due to delayed flight, closed counter, long wait line, no customer service help,\xe2\x80\xa6 https://t.co/9K1mw3JRVX'",-1
@Delta,b'@Delta Why did you cancel a flight tonight for severe weather that MIGHT happen tomorrow? An 8 hour hold time? This is nuts!',-1
@Delta,"b'My @Delta flight was randomly cancelled, and the website to rebook is down. The current hold time for customer serv\xe2\x80\xa6 https://t.co/Y6nbUcq6uV'",-1
@Delta,b'@Delta not to mention the flight I would like to switch to flies in 8 hours.  No help.',-1
@Delta,b'@a_salty_strudel @Delta My phone hold is 11 hours. What a joke. @Delta',-1
@Delta,b'Flight delayed twice and then canceled what the hell @Delta ! Now waiting 2 hours in line for the service desk. We\xe2\x80\x99\xe2\x80\xa6 https://t.co/UFWhEplM5M',-1
@Delta,b'@Delta  did I mention I am a platinum member. Delta club said they would request. People in baggage claim treat cus\xe2\x80\xa6 https://t.co/a3hmhFmpUu',-1
@Delta,b'@DrRJKavanagh @lynnelyman @Delta Not the airlines fault. End of conversation.',-1
@Delta,b'@Delta what does TMS stand for?',-1
@Delta,b'@Delta awful service. I heard just excuses and missed 2 internacional flights!!!!',-1
@Delta,"b""@Delta - please stop rescheduling flights you know aren't going to leave until tomorrow. This is the 2nd time in 4\xe2\x80\xa6 https://t.co/XQBFlf9MJX""",-1
@Delta,b'@Delta customer service is not service when hold time is 10+ hours',-1
@Delta,b'Can someone at @Delta explain why Dl4165 has been delayed 5 hours...then we get on board without fuel or AC just to wait again?',-1
@Delta,b'@Delta we determined that too was a lie. https://t.co/8LwUaWHy90',-1
@Delta,"b'@EM_RESUS @Delta Nurses in SOuth Carolina, where I love, are GIBEN INTRANASAL NARCAN BY ANY PHARMACY....I carry min\xe2\x80\xa6 https://t.co/MUZIQ8zlOI'",1
@Delta,b'@Delta atl canceled our flights and were not transparent about the process. The way some staff \xe2\x80\x9cinstructed\xe2\x80\x9d us to m\xe2\x80\xa6 https://t.co/scIS6bRWP7',-1
@Delta,b'The @Delta lady at the desk told me that if I have a voucher I\xe2\x80\x99m guaranteed a room. Don\xe2\x80\x99t trust her but I\xe2\x80\x99m headed\xe2\x80\xa6 https://t.co/aS5jtMEkDY',-1
@Delta,b'RT @IAmJericho: Glad you\xe2\x80\x99re still keeping me waiting for that DM @Delta? Guess 5k likes for a tweet talking about your disrespect for your\xe2\x80\xa6',-1
@Delta,"b'RT @KBradJStorm: So 1st @Delta ""Misplaced"" my luggage &amp; now it\'s too early to check into my room &amp; the shops are closed so I can\'t buy clot\xe2\x80\xa6'",-1
@Delta,b'@BermanHale @Delta Praying she gets on a flight tonight! I plan to file a formal complaint to Delta and the Dept. o\xe2\x80\xa6 https://t.co/Z4VWgijnwN',-1
@Delta,b'@joematango @Delta They didn\xe2\x80\x99t',-1
@Delta,b'@normadik @Delta our??? or YOURS? \xf0\x9f\x98\x98',-1
@Delta,b'@Delta you just canceled my fight and rebooked me on a flight I can\xe2\x80\x99t make. Can I get a refund. Wait time 4 hrs?',-1
@Delta,b'@rcyoaxn @Delta What did they reply?',-1
@Delta,b'@delta what is going on with your customer service? Delay after delay after cancellation with no explanations. Webs\xe2\x80\xa6 https://t.co/RXwgGmszfq',-1
@Delta,b'@Delta sends an email to me at 9:56 PM saying my 6:00 AM flight tomorrow is canceled? Not #chill',-1
@Delta,b'@Delta Please do not help ICE detain and deport Iraqi refugees. #stopdeathdeportations',-1
@Delta,b'RT @pierrebourne: Boarding starts...\n*Flight delays. \n*they can\xe2\x80\x99t find the pilot. \nStops boarding....\n*Pilot walks back grinning with a pla\xe2\x80\xa6',-1
@Delta,"b'@Delta You had record revenue this quarter, and your CEO made $13.2 million last year, yet you can\xe2\x80\x99t take care of p\xe2\x80\xa6 https://t.co/xj7SHHuVFS'",-1
@Delta,"b""@regal_kyle @Delta It's a good question though - what happens to minors traveling alone when flights get cancelled/\xe2\x80\xa6 https://t.co/aY86sUWzhx""",-1
@Delta,b'@Delta horrible customer service. Flight canceled due to weather. I am stuck in  Atlanta for the night. Have to lea\xe2\x80\xa6 https://t.co/7zmHXN29NL',-1
@Delta,b'@Delta maybe work on customer service to treat people better when their flight is delayed for 7.5 hours at MSP',-1
@Delta,"b""I have been rebooked to another flight and it's been delayed three times already. Departure is now slated past midn\xe2\x80\xa6 https://t.co/vqBAdEPhEn""",-1
@Delta,b'@delta the flight to my bridal shower tomorrow morning was just cancelled and your website will not allow me to reb\xe2\x80\xa6 https://t.co/N4jZLBNWV7',-1
@Delta,"b'@Delta that involuntary rebook for 12 hours later was some stellar customer service on your part, by the way.'",-1
@Delta,"b'@Delta this is a mess in the first place, for all your customers, but moreover I feel quite ripped off here. Work p\xe2\x80\xa6 https://t.co/j7eA4k9TRn'",-1
@Delta,b'@stephenshootsit @Delta Sounds like a good time?',-1
@Delta,b'@delta flights to Memphis from Atlanta have been rescheduled until tomorrow with NO update or hotel accommodations.\xe2\x80\xa6 https://t.co/OpQ4goM5Fu',-1
@Delta,"b'Hey @Delta, really appreciate everything you guys do to guarantee to miss my connecting flights!  Hours of delays a\xe2\x80\xa6 https://t.co/AOkT6ddrTJ'",-1
@Delta,"b""RT @LAFC: The #LAFC Starting XI vs. @LAGalaxy.\n\nTonight's lineup is presented by @Delta &amp; @Aeromexico.\n\n#GALvLAFC https://t.co/7DXMoZi7dX""",-1
@Delta,b'@SethWageWar @Delta How many times can one man go viral \xf0\x9f\x98\x82\xf0\x9f\x98\x82',-1
@Delta,b'@Delta really disappointing today',-1
@Delta,b'RT @IAmJericho: Glad you\xe2\x80\x99re still keeping me waiting for that DM @Delta? Guess 5k likes for a tweet talking about your disrespect for your\xe2\x80\xa6',-1
@Delta,"b""RT @LAFC: The #LAFC Starting XI vs. @LAGalaxy.\n\nTonight's lineup is presented by @Delta &amp; @Aeromexico.\n\n#GALvLAFC https://t.co/7DXMoZi7dX""",-1
@Delta,b'@delta Stranded in the Sarasota airport beacuse the flight attendants were \xe2\x80\x9ctoo tired\xe2\x80\x9d to work our flight. Now bein\xe2\x80\xa6 https://t.co/SOMTx94a11',-1
@Delta,b'Thanks @Delta for the upgrade! Makes the 5hour delay a little less painful \xf0\x9f\x98\x82',-1
@Delta,b'@Basilviii @sandy_prott @Delta Why are the airlines continually allowed to get away with this \xf0\x9f\x92\xa9? I\xe2\x80\x99m going to start\xe2\x80\xa6 https://t.co/bVcVmujAnX',-1
@Delta,b'@BermanHale @Delta I can only imagine \xf0\x9f\x98\xa9',-1
@Delta,"b""@_nurse_steph_ @Delta I'll give it a shot! Thank you!""",1
@Delta,"b""@adwordsgirl @Delta She's waiting in line at the airport but it's wrapped around the entire terminal and doesn't se\xe2\x80\xa6 https://t.co/itnNIo9Xio""",-1
@Delta,"b""RT @MarshaCollier: A \xc2\xa0Deaf Girl Got on a @Delta Flight. \nWhat Happened Next Truly Stunned Her\n\n\xe2\x9c\x88\xef\xb8\x8f It's always the little things in customer\xe2\x80\xa6""",-1
@Delta,b'@Delta I REALLY need your help',-1
@Delta,b'@Xenhas @Delta nope! i really wish it was a mistake',-1
@Delta,b'Hey @Delta can you get me a hotel? Not trying to stay in DTW all night.',-1
@Delta,b'Now I have this epic choice: a) pay for one of the few remaining hotels available for the night in the area (all le\xe2\x80\xa6 https://t.co/wciXJUIsJQ',-1
@Delta,"b""@BermanHale @Delta That's a hard one. Would getting in contact with the airport itself help?""",-1
@Delta,b'@Delta \nQuestion.... who makes up the prices?! And why are there such huge differences in the major airports?! \nFor\xe2\x80\xa6 https://t.co/A8YGPUZIvc',-1
@Delta,"b'RT @BarstoolBigCat: @IAmJericho @Delta Do you need my help, Jericho? This is kind of my specialty'",-1
@Delta,b'Booking my flight @Delta in hopes to get Peter as my pilot \xf0\x9f\x98\x82 #thebacherlorette',-1
@Delta,"b""RT @LAFC: The #LAFC Starting XI vs. @LAGalaxy.\n\nTonight's lineup is presented by @Delta &amp; @Aeromexico.\n\n#GALvLAFC https://t.co/7DXMoZi7dX""",-1
@Delta,"b'RT @nbussey: Hey @Delta, my wife rebooked our delayed flight but I can\xe2\x80\x99t see if my reservation was changed too. Wait time on the phone list\xe2\x80\xa6'",-1
@Delta,b'@Delta  please please figure out your issues.  Sitting for 3 hours because of no fuel truck is not acceptable.',-1
@Delta,"b'RT @BarstoolBigCat: @IAmJericho @Delta Do you need my help, Jericho? This is kind of my specialty'",-1
@Delta,b'@DemonoidVR @IAmJericho @Delta @ATLairport This got me good lol. Last time they forgot to transfer my luggage to my connecting flight.',-1
@Delta,"b'@Delta, how am I supposed to cancel this flight when I tried to do it on line but was told I have to call to cancel\xe2\x80\xa6 https://t.co/5RgVb81n2q'",-1
@Delta,"b'@gymleadersaira @Delta hey, you added an extra ""0"" to the ""3""....'",-1
@Delta,b'@Delta should refund @IAmJericho money.. hell anyone thats caught up in this fukery should be given a discount for\xe2\x80\xa6 https://t.co/pMrksO9CMl',-1
@Delta,"b""My kids were so excited for to see their Grandma and their cousins in #puremichigan. Not sure it's going to happen\xe2\x80\xa6 https://t.co/yPLUN56MjX""",-1
@Delta,b'@Delta has been great through flight cancellations and delayed. The only problem is that I have been booked and cha\xe2\x80\xa6 https://t.co/YKugu9uIun',-1
@Delta,"b'Hey @Delta, my wife rebooked our delayed flight but I can\xe2\x80\x99t see if my reservation was changed too. Wait time on the\xe2\x80\xa6 https://t.co/UFrpQORoMm'",-1
@Delta,"b""RT @LAFC: The #LAFC Starting XI vs. @LAGalaxy.\n\nTonight's lineup is presented by @Delta &amp; @Aeromexico.\n\n#GALvLAFC https://t.co/7DXMoZi7dX""",-1
@Delta,b'@Delta I need a refund. 10 hour delay?! That\xe2\x80\x99s literally unacceptable',-1
@Delta,b'@jondhoward @Delta At least you didn\xe2\x80\x99t have your toe nail ripped off by a @delta employee with a luggage cart \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',-1
@Delta,b'@hwinch11 @Delta They\xe2\x80\x99re screwing my brother right now too!!',-1
@Delta,"b'Dear @Delta, why must you ruin my life? #worstairline'",-1
@Delta,b'Who knew @delta was running refugee camps https://t.co/yLgUe1RdqU https://t.co/ftM01D6gS5',-1
@Delta,b'@Delta any update why flight 3438 was delayed 2 hours??',-1
@Delta,b'@gather_here @Delta Did they give a reason for this absurdity?',-1
@Delta,b'@Delta thanks for cancelling my flight and pushing me back 12 hrs without explanation. Clear skyes in departure and\xe2\x80\xa6 https://t.co/It7WiHtCL6',-1
@Delta,b'@Delta Very frustrating. Cannot rebook online. Unable to reach anyone over the phone. No reason given for the fligh\xe2\x80\xa6 https://t.co/7ccLT4QU1g',-1
@Delta,b'@Delta understand the weather issues but the operation in Cleveland has been a extreme disappointment.   5.5 hours\xe2\x80\xa6 https://t.co/pqW1Av688W',-1
@Delta,b'@Delta hello??',-1
@Delta,"b'@Delta At 10 PM, YOU. CANCEL A FLIGHT (955), LGA&gt;DTW, FOR 9:30 AM TOMORROW &amp; TELL ME I CANNOT GET OUT TIL SUNDAY, &amp;\xe2\x80\xa6 https://t.co/bNEZGJtKwE'",-1
@Delta,b'@Delta Stop helping ICE deport people to dangerous places.',-1
@Delta,b'@BermanHale @Delta Try here https://t.co/eKp2Eq9AVD This is where I found out about the new flight and gate#. Worth a try!',-1
@Delta,"b""@Delta  Please help, flight got cancel tomorrow , and how do i rescheule it . It's for my parent. Thank you so much !""",1
@Delta,"b'@IAmJericho @Delta @ATLairport If you smell what the Rock is cooook.....oh wait, you aren\xe2\x80\x99t the @TheRock'",-1
@Delta,b'@Delta very frustrating when you cancel flights and then don\xe2\x80\x99t have support staff available!  We were automatically\xe2\x80\xa6 https://t.co/qB0NJxJFcm',-1
@Delta,b'RT @DeltaNewsHub: On board soon: @Delta employee uniforms to include Sign Language option  https://t.co/SRYDKfKtbX https://t.co/3RnwSyy6tG',-1
@Delta,b'@CopiahDawg @Delta Hope my flights tomorrow are clear.',-1
@Delta,b'@AMThublin @Delta Where did you connect? #yikes',-1
@Delta,b'@Delta can you help. Missed connection to Richmond because of a delay out of Miami. Been on hold for over an hour a\xe2\x80\xa6 https://t.co/MuSEltmPkq',-1
@Delta,"b""@katobkato @Delta An attendant told her to wait in line but it's not even moving and it's wrapped around the termin\xe2\x80\xa6 https://t.co/HeJXiJ3BdV""",-1
@Delta,b'@Delta I had to cancel my flight (RDU-ATL-DEN) because your 4 delays added up to a missed connection. You had two h\xe2\x80\xa6 https://t.co/gcAFkIe3Jg',-1
@Delta,"b""@_nurse_steph_ @Delta That's what happened to her! She's not used to traveling alone so she did what the attendant\xe2\x80\xa6 https://t.co/GaBuCN2jjv""",-1
@Delta,b'It unfortunate when @delta takes customer complaints on Twitter more seriously than they do in real life. My entire\xe2\x80\xa6 https://t.co/QRmTj05Z9G',-1
@Delta,"b'@Delta Sir, I have a flight  DL431 from DCA to Amsterdam. But I have to come from Buffalo NY. Can I link from Buffa\xe2\x80\xa6 https://t.co/ksKm3cVWzW'",-1
@Delta,"b""@BermanHale @Delta WTF \xf0\x9f\xa4\xac THAT'S SOME BULLSHIT.""",-1
@Delta,"b'Headphones for the 1-hour .@Delta hold time... (@ The Centurion Lounge Las Vegas in Las Vegas, NV)\xe2\x80\xa6 https://t.co/uwGZp3vqNq'",-1
@Delta,b'@David_MAFS @BarstoolBigCat @Delta Horrible.',-1
@Delta,b'@Delta if you\xe2\x80\x99re going to close a customer service desk after pretty much all flights out of an airport have been c\xe2\x80\xa6 https://t.co/cha23hDgvO',-1
@Delta,b'Worst experience ever and haven\xe2\x80\x99t even been on a plane yet @Delta 0/10 get your shit together',-1
@Delta,b'Currently on hour 1 of hold... I need to speak to someone to better accommodate my party of 8 traveling early tomorrow morning @Delta',-1
@Delta,b'@Delta Is like to thank Donna at the CLE counter for doing a great job this evening! The lines were a mess but she\xe2\x80\xa6 https://t.co/wOBQLFXP8K',1
@Delta,b'@Kyndrasports @espn @Delta @LAGalaxy @LAFC @Ibra_official Did he ever',-1
@Delta,b'@pierogbrie @Delta @DeltaNewsHub They cancelled my flight and rescheduled it to arrive a day and a half later... af\xe2\x80\xa6 https://t.co/X4n4VbloXU',-1
@Delta,b'@JetBlue I miss you. Why did I ever book an @Delta flight? It was an error in judgement and I will never betray you like that again.',-1
@Delta,b'@BermanHale @Delta Same here. My daughter is there headed south and I had to figure it out for here. The flight att\xe2\x80\xa6 https://t.co/gtTqwqllqp',-1
@Delta,"b""Still waiting for the flight, we're in Atlanta, surely it shouldn't take this long to get a flight to Orlando? @Delta""",-1
@Delta,b'@regal_kyle @Delta She missed her flight because her first flight held her on the tarmac after landing for over 2 h\xe2\x80\xa6 https://t.co/tMjxlBZVL7',-1
@Delta,b'@ASAPVOSH @Delta Hey @Delta stop doing this to my friend.',-1
@Delta,b'@Delta @dymedew Please! Need help rebooking my flight from delays! Email says to go online but it\xe2\x80\x99s not working.',-1
@Delta,"b""RT @LAFC: The #LAFC Starting XI vs. @LAGalaxy.\n\nTonight's lineup is presented by @Delta &amp; @Aeromexico.\n\n#GALvLAFC https://t.co/7DXMoZi7dX""",-1
@Delta,"b'@delta Worst trip with Delta this week. Outbound, they didn\xe2\x80\x99t know how to fuel a new A220 at SJC - 90 min delay tha\xe2\x80\xa6 https://t.co/ryGy0qbplb'",-1
@Delta,b'@Delta Flight 3961 has been a disaster since the start. Going to be stuck in Detroit. Been offered zero assistance\xe2\x80\xa6 https://t.co/aGUl0WNdxU',-1
@Delta,b'@Delta always has the best flight attendants! Tammy and Toya FTW https://t.co/H12i15FrKo',-1
@Delta,b'RT @pierogbrie: Just called back and now it is a 10 hour hold time @Delta @DeltaNewsHub #delta - I NEED HELP AND HAVE BEEN ON THE CALLBACL\xe2\x80\xa6',-1
@Delta,b'@Delta my flight got cancelled and I\xe2\x80\x99m going to be stranded PLEASE help ASAP!',-1
@Delta,b'@Kyndrasports @espn @Delta @LAGalaxy @LAFC @Ibra_official From the ESPN app https://t.co/MrfLGj2NPq',-1
@Delta,b'Nothing unifies complete strangers as quickly as a delayed flight will @Delta #FinallyHome',-1
@Delta,"b""@IAmJericho @Delta @ATLairport They mistook you for me. That's how people talk to me all the time! And I'm the customer!""",-1
@Delta,b'@jamesqquick @Delta Hell to the noooooo',-1
@Delta,b'Any Pilot in the Atlanta area looking to pick up a last min shift - Flight to Toronto this evening - pls contact @Delta \xf0\x9f\x99\x8f',-1
@Delta,"b'@Delta Flight was cancelled, customer service has 10 hour wait, no way to cancel the new flight time (which has me\xe2\x80\xa6 https://t.co/9LCzBj8hIm'",-1
@Delta,b'ok peeps...my @ESPN feed on @Delta flight is like 3 min behind LIVE for @LAGalaxy @LAFC ....soooooo @Ibra_official scored?? 1-1??? \xf0\x9f\x98\x90',-1
@Delta,b'@BermanHale @Delta Holy crap. @Delta - you really need to get on top of helping with this.',-1
@Delta,b'RT @drewisgooden: Excuse me @Delta but this is outrageous. I just got sucked through the toilet hole in one of your aircrafts and am now hu\xe2\x80\xa6',-1
@Delta,b'Aye @Delta is showing a video I never seen before like a \xe2\x80\x9cLook we might go down to this storm so watch this video\xe2\x80\x9d video... \xf0\x9f\x98\x90\xf0\x9f\x98\x90\xf0\x9f\x98\x90',-1
@Delta,b'@DuncanYB @ccolotti @Delta Idea is to get that guy pay up. They know guy with platinum status is rich else there no\xe2\x80\xa6 https://t.co/YzSrTR4TPT',-1
@Delta,b'@Delta Wel I just had a flight to Phoenix and was tryin to use the boarding pass feature. I fly back to NYC on Mond\xe2\x80\xa6 https://t.co/buNKZJhhUy',-1
@Delta,"b'@Delta can I purchase from 2 prices on the same flight? Flight shows 3 tickets at 1 price, more for $50 more. Can I buy 3+1?'",-1
@Delta,"b""Hey @Delta what's up with the 13 hour hold time to try to change a flight for tomorrow?""",-1
@Delta,b'Bang up job as always @Delta https://t.co/FD6DwEsYMf',-1
@Delta,b'@Delta for the win! Made my connection! Jackie at #specialservices &amp; Sheila and #Gate21 absolutely ROCK!! #ThankYou\xe2\x80\xa6 https://t.co/WNeKapYFOF',-1
@Delta,"b""@adwordsgirl @Delta The line at the airport is so long she can't even see the front. It is just stressful because s\xe2\x80\xa6 https://t.co/wXmZSnjh0I""",-1
@Delta,"b'Hey @Delta, other flights are taking off from Detroit now. Is DL5161 to Cleveland ever going to leave? We keep gett\xe2\x80\xa6 https://t.co/QU6LFK7nnQ'",-1
@Delta,"b'What was originally at 12:15pm departure has now become a 10:45pm departure. Literally, an entire day wasted. I\xe2\x80\x99ll\xe2\x80\xa6 https://t.co/ZYbxa0afbM'",-1
@Delta,b'@Delta how can you guys leave 3 young girls stranded in Orlando overnight when we booked first flight out in the mo\xe2\x80\xa6 https://t.co/jN5C8IkkkP',-1
@Delta,b'@Delta I need to make adjustments to my child\xe2\x80\x99s Unaccompanied Minor travel plans. Waiting on hold for 40+ minutes n\xe2\x80\xa6 https://t.co/xobhBWkYWW',-1
@Delta,b'RT @TShook27: Never in my life have I had a @Delta flight cancelled/postponed/rebooked coming through Atlanta for 24 HOURS later. There\xe2\x80\x99s n\xe2\x80\xa6',-1
@Delta,b'@Delta our confirmation # is GRJJT2',-1
@Delta,b'RT @IAmJericho: Glad you\xe2\x80\x99re still keeping me waiting for that DM @Delta? Guess 5k likes for a tweet talking about your disrespect for your\xe2\x80\xa6',-1
@Delta,"b'@TShook27 @Delta Just saw this.  This maybe causing a chain reaction problem where you are. ""Two Delta planes clip\xe2\x80\xa6 https://t.co/l8hC1cMv7W'",-1
@Delta,"b""So I've had my flights on @delta delayed, delayed, and cancelled. They also gave me a hotel voucher for a hotel tha\xe2\x80\xa6 https://t.co/nG4HpYsrov""",-1
@Delta,"b'RT @IAmJericho: Hey @delta baggage service lady in @ATLairport ... when a connection is missed &amp; u hold my bags hostage overnight, its not\xe2\x80\xa6'",-1
@Delta,b'RT @IAmJericho: Glad you\xe2\x80\x99re still keeping me waiting for that DM @Delta? Guess 5k likes for a tweet talking about your disrespect for your\xe2\x80\xa6',-1
@Delta,b'@Delta If you would hold Delta 18 a bit so we on the Austin flight can make it that would be really really appreciated.',-1
@AmericanAir,b'@katrina_PC @FreeRangeKids @AmericanAir Do they have smart phones? Maybe Anerican accepts Google or apple pay?',-1
@AmericanAir,"b""RT @cruisingheights: US government's nod to @AmericanAir and @Qantas forming a joint venture \nhttps://t.co/RpblmHj4ir""",-1
@AmericanAir,b'RT @dwardthree: Rosa-Alita week celebration continues. Shout out to @AmericanAir for having the #AlitaBattleAngel movie on my flight last w\xe2\x80\xa6',-1
@AmericanAir,"b'RT @katrina_PC: My 16 and 13 yr old sons, traveling alone and without credit cards, are returning from camp tomorrow but @AmericanAir doesn\xe2\x80\xa6'",-1
@AmericanAir,b'@MichaelOrland @AmericanAir @AskAmex @Delta \xf0\x9f\x99\x8c Part of why I\xe2\x80\x99m w American last 7 years is bc my only travel is visit\xe2\x80\xa6 https://t.co/KUTZXg9ySH',-1
@AmericanAir,b'@katrina_PC @AmericanAir Send your kids a screen shot of the above tweet from AA. Have them show it to the gate agent.',-1
@AmericanAir,"b'@Steven_Banham @ironywithab @united @AmericanAir Dunno about universities, it may depend on your political status.\xe2\x80\xa6 https://t.co/a5YHNhpif6'",-1
@AmericanAir,b'@AmericanAir @Delta do you do flights from sfo - KIX airport? @united runs this route poorly so opportunities for y\xe2\x80\xa6 https://t.co/nrNM1rjtwG',-1
@AmericanAir,b'RT @unitehere: We applaud \xe2\x81\xa6@ewarren\xe2\x81\xa9 &amp; the other fearless political leaders who are taking on @AmericanAir to join 500 #unitehere workers d\xe2\x80\xa6',-1
@AmericanAir,b'Never ever flying @AmericanAir ever again. This is a joke',-1
@AmericanAir,b'@AmericanAir Never sat in a warm plane if you had the A/C running. It wasmt even on. Cant blame it on the weather w\xe2\x80\xa6 https://t.co/R81RG83Ftc',-1
@AmericanAir,b'Delayed flight in JFK.\nCancelled flight in JFK.\nDelayed flight in LaGuardia.\nMissed a day and a half vacation.\nArri\xe2\x80\xa6 https://t.co/BJZMQgVXPq',-1
@AmericanAir,b'@AmericanAir We\xe2\x80\x99re in hour three of sitting on your plane on the tarmac. How would the @FAANews feel about this?',-1
@AmericanAir,"b'RT @katrina_PC: My 16 and 13 yr old sons, traveling alone and without credit cards, are returning from camp tomorrow but @AmericanAir doesn\xe2\x80\xa6'",-1
@AmericanAir,b'@AmericanAir never flying through you guys again',-1
@AmericanAir,"b'RT @zhenkel: Call it dedication, but our @AmericanAir pilot just explained that although a \xe2\x80\x9cnuisance\xe2\x80\x9d indicator light appeared for the 2nd\xe2\x80\xa6'",-1
@AmericanAir,b'i\xe2\x80\x99m never flying @americanair again. inclement weather is not the company\xe2\x80\x99s fault. flight delays for 2hours until 1\xe2\x80\xa6 https://t.co/GYbdf8oqBm',-1
@AmericanAir,b'@MichaelOrland @AmericanAir @JetBlue @Delta @MichaelOrland We\xe2\x80\x99re not here right now but we\xe2\x80\x99ll reply when we\xe2\x80\x99re back\xe2\x80\xa6 https://t.co/obCMLxF2BM',0
